UF,Municipio,RDPC
Minas Gerais,Maria da Fé,445.11
Minas Gerais,Mariana,641.84
Minas Gerais,Marilac,354.33
Minas Gerais,Mário Campos,551.93
Minas Gerais,Maripá de Minas,510.92
Minas Gerais,Marliéria,401.74
Minas Gerais,Marmelópolis,367.73
Minas Gerais,Martinho Campos,579.07
Minas Gerais,Martins Soares,376.88
Minas Gerais,Mata Verde,298.19
Minas Gerais,Materlândia,255.52
Minas Gerais,Mateus Leme,579.23
Minas Gerais,Matias Barbosa,633.76
Minas Gerais,Matias Cardoso,303
Minas Gerais,Matipó,403.48
Minas Gerais,Mato Verde,343.76
Minas Gerais,Matozinhos,584.15
Minas Gerais,Matutina,820.03
Minas Gerais,Medeiros,715.52
Minas Gerais,Medina,388.82
Minas Gerais,Mendes Pimentel,372.96
Minas Gerais,Mercês,561.75
Minas Gerais,Mesquita,424.12
Minas Gerais,Minas Novas,334.06
Minas Gerais,Minduri,404.95
Minas Gerais,Mirabela,326.06
Minas Gerais,Miradouro,443.39
Minas Gerais,Miraí,493.91
Minas Gerais,Miravânia,235.64
Minas Gerais,Moeda,477.77
Minas Gerais,Moema,634.04
Minas Gerais,Monjolos,360.58
Minas Gerais,Monsenhor Paulo,555.78
Minas Gerais,Montalvânia,305.88
Minas Gerais,Monte Alegre de Minas,619.1
Minas Gerais,Monte Azul,358.13
Minas Gerais,Monte Belo,539.84
Minas Gerais,Monte Carmelo,689.45
Minas Gerais,Monte Formoso,206.62
Minas Gerais,Monte Santo de Minas,584.09
Minas Gerais,Montes Claros,650.62
Minas Gerais,Monte Sião,760.69
Minas Gerais,Montezuma,308.78
Minas Gerais,Morada Nova de Minas,577.61
Minas Gerais,Morro da Garça,376.88
Minas Gerais,Morro do Pilar,382.62
Minas Gerais,Munhoz,412.79
Minas Gerais,Muriaé,758.46
Minas Gerais,Mutum,415.41
Minas Gerais,Muzambinho,719.94
Minas Gerais,Nacip Raydan,429.34
Minas Gerais,Nanuque,505.55
Minas Gerais,Naque,408.75
Minas Gerais,Natalândia,431.11
Minas Gerais,Natércia,541.69
Minas Gerais,Nazareno,491.13
Minas Gerais,Nepomuceno,480.79
Minas Gerais,Ninheira,210.17
Minas Gerais,Nova Belém,265.9
Minas Gerais,Nova Era,532.58
Minas Gerais,Nova Lima,1731.84
Minas Gerais,Nova Módica,355.66
Minas Gerais,Nova Ponte,771.68
Minas Gerais,Nova Porteirinha,302.09
Minas Gerais,Nova Resende,576.41
Minas Gerais,Nova Serrana,659.74
Minas Gerais,Novo Cruzeiro,264.66
Minas Gerais,Novo Oriente de Minas,274.37
Minas Gerais,Novorizonte,299.95
Minas Gerais,Olaria,423.44
Minas Gerais,Olhos-d'Água,348.9
Minas Gerais,Olímpio Noronha,475.23
Minas Gerais,Oliveira,588.2
Minas Gerais,Oliveira Fortes,369.25
Minas Gerais,Onça de Pitangui,446.23
Minas Gerais,Oratórios,395.74
Minas Gerais,Orizânia,247.35
Minas Gerais,Ouro Branco,866.02
Minas Gerais,Ouro Fino,635.38
Minas Gerais,Ouro Preto,710.55
Minas Gerais,Ouro Verde de Minas,298.76
Minas Gerais,Padre Carvalho,286.32
Minas Gerais,Padre Paraíso,253.77
Minas Gerais,Paineiras,589.16
Minas Gerais,Pains,690.97
Minas Gerais,Pai Pedro,203.93
Minas Gerais,Paiva,476.35
Minas Gerais,Palma,494.63
Minas Gerais,Palmópolis,259.75
Minas Gerais,Papagaios,455.96
Minas Gerais,Paracatu,637.8
Minas Gerais,Pará de Minas,686.42
Minas Gerais,Paraguaçu,587.36
Minas Gerais,Paraisópolis,592.61
Minas Gerais,Paraopeba,530.79
Minas Gerais,Passabém,405.19
Minas Gerais,Passa Quatro,561.44
Minas Gerais,Passa Tempo,535.96
Minas Gerais,Passa-Vinte,493.38
Minas Gerais,Passos,802.97
Minas Gerais,Patis,244.72
Minas Gerais,Patos de Minas,843.57
Minas Gerais,Patrocínio,720.59
Minas Gerais,Patrocínio do Muriaé,590.26
Minas Gerais,Paula Cândido,407.91
Minas Gerais,Paulistas,321.22
Minas Gerais,Pavão,333.55
Minas Gerais,Peçanha,404.21
Minas Gerais,Pedra Azul,327.18
Minas Gerais,Pedra Bonita,256.67
Minas Gerais,Pedra do Anta,418.07
Minas Gerais,Pedra do Indaiá,578.46
Minas Gerais,Pedra Dourada,406.3
Minas Gerais,Pedralva,541.01
Minas Gerais,Pedras de Maria da Cruz,268.27
Minas Gerais,Pedrinópolis,702.77
Minas Gerais,Pedro Leopoldo,721.11
Minas Gerais,Pedro Teixeira,309.25
Minas Gerais,Pequeri,593.92
Minas Gerais,Pequi,522.22
Minas Gerais,Perdigão,668.59
Minas Gerais,Perdizes,861.29
Minas Gerais,Perdões,663.06
Minas Gerais,Periquito,320.07
Minas Gerais,Pescador,367.74
Minas Gerais,Piau,449.68
Minas Gerais,Piedade de Caratinga,381.36
Minas Gerais,Piedade de Ponte Nova,368.71
Minas Gerais,Piedade do Rio Grande,428.95
Minas Gerais,Piedade dos Gerais,443.35
Minas Gerais,Pimenta,613.61
Minas Gerais,Pingo-d'Água,340.91
Minas Gerais,Pintópolis,260.14
Minas Gerais,Piracema,444.75
Minas Gerais,Pirajuba,838.37
Minas Gerais,Piranga,305.73
Minas Gerais,Piranguçu,504.1
Minas Gerais,Piranguinho,523.5
Minas Gerais,Pirapetinga,550.3
Minas Gerais,Pirapora,596.44
Minas Gerais,Piraúba,527.81
Minas Gerais,Pitangui,669
Minas Gerais,Piumhi,747.2
Minas Gerais,Planura,669.6
Minas Gerais,Poço Fundo,644.47
Minas Gerais,Poços de Caldas,953.96
Minas Gerais,Pocrane,365.67
Minas Gerais,Pompéu,598.83
Minas Gerais,Ponte Nova,679.67
Minas Gerais,Ponto Chique,269.28
Minas Gerais,Ponto dos Volantes,267.46
Minas Gerais,Porteirinha,320.48
Minas Gerais,Porto Firme,366.49
Minas Gerais,Poté,303.44
Minas Gerais,Pouso Alegre,878.26
Minas Gerais,Pouso Alto,778.57
Minas Gerais,Prados,485.2
Minas Gerais,Prata,782.28
Minas Gerais,Pratápolis,636.81
Minas Gerais,Pratinha,663.39
Minas Gerais,Presidente Bernardes,341.87
Minas Gerais,Presidente Juscelino,340.94
Minas Gerais,Presidente Kubitschek,282.93
Minas Gerais,Presidente Olegário,546.68
Minas Gerais,Alto Jequitibá,486.73
Minas Gerais,Prudente de Morais,481.48
Minas Gerais,Quartel Geral,539.78
Minas Gerais,Queluzito,513.72
Minas Gerais,Raposos,646.62
Minas Gerais,Raul Soares,480.45
Minas Gerais,Recreio,510.95
Minas Gerais,Reduto,449.53
Minas Gerais,Resende Costa,580.66
Minas Gerais,Resplendor,504.18
Minas Gerais,Ressaquinha,424.03
Minas Gerais,Riachinho,290.89
Minas Gerais,Riacho dos Machados,255.57
Minas Gerais,Ribeirão das Neves,479.77
Minas Gerais,Ribeirão Vermelho,617.88
Minas Gerais,Rio Acima,582.71
Minas Gerais,Rio Casca,460.2
Minas Gerais,Rio Doce,439.86
Minas Gerais,Rio do Prado,283.37
Minas Gerais,Rio Espera,286.36
Minas Gerais,Rio Manso,536.99
Minas Gerais,Rio Novo,519.69
Minas Gerais,Rio Paranaíba,727.2
Minas Gerais,Rio Pardo de Minas,306.96
Minas Gerais,Rio Piracicaba,516.18
Minas Gerais,Rio Pomba,601.31
Minas Gerais,Rio Preto,501.52
Minas Gerais,Rio Vermelho,271.44
Minas Gerais,Ritápolis,453.87
Minas Gerais,Rochedo de Minas,494.36
Minas Gerais,Rodeiro,635.26
Minas Gerais,Romaria,716.47
Minas Gerais,Rosário da Limeira,465.89
Minas Gerais,Rubelita,248.99
Minas Gerais,Rubim,311.79
Minas Gerais,Sabará,619.93
Minas Gerais,Sabinópolis,420.36
Minas Gerais,Sacramento,732.35
Minas Gerais,Salinas,613.65
Minas Gerais,Salto da Divisa,306.04
Minas Gerais,Santa Bárbara,535.84
Minas Gerais,Santa Bárbara do Leste,351.59
Minas Gerais,Santa Bárbara do Monte Verde,371.34
Minas Gerais,Santa Bárbara do Tugúrio,370.7
Minas Gerais,Santa Cruz de Minas,485.28
Minas Gerais,Santa Cruz de Salinas,242.55
Minas Gerais,Santa Cruz do Escalvado,374.23
Minas Gerais,Santa Efigênia de Minas,293.27
Minas Gerais,Santa Fé de Minas,313.25
Minas Gerais,Santa Helena de Minas,218.43
Minas Gerais,Santa Juliana,735
Minas Gerais,Santa Luzia,557.62
Minas Gerais,Santa Margarida,416.11
Minas Gerais,Santa Maria de Itabira,382.99
Minas Gerais,Santa Maria do Salto,321.15
Minas Gerais,Santa Maria do Suaçuí,401.16
Minas Gerais,Santana da Vargem,553.7
Minas Gerais,Santana de Cataguases,437.81
Minas Gerais,Santana de Pirapama,373.14
Minas Gerais,Santana do Deserto,484.73
Minas Gerais,Santana do Garambéu,452.48
Minas Gerais,Santana do Jacaré,470.2
Minas Gerais,Santana do Manhuaçu,383.28
Minas Gerais,Santana do Paraíso,495.81
Minas Gerais,Santana do Riacho,432.77
Minas Gerais,Santana dos Montes,352.48
Minas Gerais,Santa Rita de Caldas,597.4
Minas Gerais,Santa Rita de Jacutinga,535.45
Minas Gerais,Santa Rita de Minas,395.61
Minas Gerais,Santa Rita de Ibitipoca,391.79
Minas Gerais,Santa Rita do Itueto,352.98
Minas Gerais,Santa Rita do Sapucaí,738.4
Minas Gerais,Santa Rosa da Serra,603.01
Minas Gerais,Santa Vitória,698.7
Minas Gerais,Santo Antônio do Amparo,431.56
Minas Gerais,Santo Antônio do Aventureiro,485.5
Minas Gerais,Santo Antônio do Grama,393.12
Minas Gerais,Santo Antônio do Itambé,225.85
Minas Gerais,Santo Antônio do Jacinto,286.56
Minas Gerais,Santo Antônio do Monte,781.49
Minas Gerais,Santo Antônio do Retiro,183.75
Minas Gerais,Santo Antônio do Rio Abaixo,370.28
Minas Gerais,Santo Hipólito,431.72
Minas Gerais,Santos Dumont,578.64
Minas Gerais,São Bento Abade,458.65
Minas Gerais,São Brás do Suaçuí,532.9
Minas Gerais,São Domingos das Dores,338.29
Minas Gerais,São Domingos do Prata,531.92
Minas Gerais,São Félix de Minas,312.33
Minas Gerais,São Francisco,325.23
Minas Gerais,São Francisco de Paula,484.92
Minas Gerais,São Francisco de Sales,665.68
Minas Gerais,São Francisco do Glória,449.2
Minas Gerais,São Geraldo,474.14
Minas Gerais,São Geraldo da Piedade,391.27
Minas Gerais,São Geraldo do Baixio,404.81
Minas Gerais,São Gonçalo do Abaeté,502.57
Minas Gerais,São Gonçalo do Pará,558.07
Minas Gerais,São Gonçalo do Rio Abaixo,479.04
Minas Gerais,São Gonçalo do Sapucaí,648.31
Minas Gerais,São Gotardo,795.14
Minas Gerais,São João Batista do Glória,676.07
Minas Gerais,São João da Lagoa,286.35
Minas Gerais,São João da Mata,538.08
Minas Gerais,São João da Ponte,258.77
Minas Gerais,São João das Missões,181.77
Minas Gerais,São João del Rei,764.74
Minas Gerais,São João do Manhuaçu,484.15
Minas Gerais,São João do Manteninha,385.78
Minas Gerais,São João do Oriente,404.69
Minas Gerais,São João do Pacuí,346.53
Minas Gerais,São João do Paraíso,300.81
Minas Gerais,São João Evangelista,378.41
Minas Gerais,São João Nepomuceno,608.32
Minas Gerais,São Joaquim de Bicas,498.26
Minas Gerais,São José da Barra,714.22
Minas Gerais,São José da Lapa,540.26
Minas Gerais,São José da Safira,334.87
Minas Gerais,São José da Varginha,555.77
Minas Gerais,São José do Alegre,537.13
Minas Gerais,São José do Divino,396.81
Minas Gerais,São José do Goiabal,476.92
Minas Gerais,São José do Jacuri,298.57
Minas Gerais,São José do Mantimento,359.93
Minas Gerais,São Lourenço,831.32
Minas Gerais,São Miguel do Anta,370.37
Minas Gerais,São Pedro da União,549.49
Minas Gerais,São Pedro dos Ferros,406.87
Minas Gerais,São Pedro do Suaçuí,358.75
Minas Gerais,São Romão,307.02
Minas Gerais,São Roque de Minas,621.11
Minas Gerais,São Sebastião da Bela Vista,573.43
Minas Gerais,São Sebastião da Vargem Alegre,406.33
Minas Gerais,São Sebastião do Anta,327.54
Minas Gerais,São Sebastião do Maranhão,267.28
Minas Gerais,São Sebastião do Oeste,545.07
Minas Gerais,São Sebastião do Paraíso,775.73
Minas Gerais,São Sebastião do Rio Preto,493.59
Minas Gerais,São Sebastião do Rio Verde,442.98
Minas Gerais,São Tiago,486.69
Minas Gerais,São Tomás de Aquino,593.38
Minas Gerais,São Thomé das Letras,428.33
Minas Gerais,São Vicente de Minas,527.55
Minas Gerais,Sapucaí-Mirim,497.65
Minas Gerais,Sardoá,321.6
Minas Gerais,Sarzedo,648.26
Minas Gerais,Setubinha,224.63
Minas Gerais,Sem-Peixe,386.22
Minas Gerais,Senador Amaral,385.29
Minas Gerais,Senador Cortes,581.34
Minas Gerais,Senador Firmino,426.49
Minas Gerais,Senador José Bento,493.87
Minas Gerais,Senador Modestino Gonçalves,271.55
Minas Gerais,Senhora de Oliveira,339.95
Minas Gerais,Senhora do Porto,324.4
Minas Gerais,Senhora dos Remédios,292.26
Minas Gerais,Sericita,338.3
Minas Gerais,Seritinga,476.43
Minas Gerais,Serra Azul de Minas,226.22
Minas Gerais,Serra da Saudade,494.31
Minas Gerais,Serra dos Aimorés,464.82
Minas Gerais,Serra do Salitre,715.23
Minas Gerais,Serrania,470.34
Minas Gerais,Serranópolis de Minas,351.46
Minas Gerais,Serranos,425.18
Minas Gerais,Serro,457.27
Minas Gerais,Sete Lagoas,809.26
Minas Gerais,Silveirânia,441.85
Minas Gerais,Silvianópolis,647.64
Minas Gerais,Simão Pereira,442.7
Minas Gerais,Simonésia,383.01
Minas Gerais,Sobrália,357.73
Minas Gerais,Soledade de Minas,526.23
Minas Gerais,Tabuleiro,503.88
Minas Gerais,Taiobeiras,426.91
Minas Gerais,Taparuba,344.16
Minas Gerais,Tapira,902
Minas Gerais,Tapiraí,517.65
Minas Gerais,Taquaraçu de Minas,436.05
Minas Gerais,Tarumirim,364.41
Minas Gerais,Teixeiras,568.91
Minas Gerais,Teófilo Otoni,615.34
Minas Gerais,Timóteo,786.68
Minas Gerais,Tiradentes,802.39
Minas Gerais,Tiros,634.3
Minas Gerais,Tocantins,557.55
Minas Gerais,Tocos do Moji,489.05
Minas Gerais,Toledo,486.02
Minas Gerais,Tombos,621.05
Minas Gerais,Três Corações,749.86
Minas Gerais,Três Marias,645.33
Minas Gerais,Três Pontas,682.15
Minas Gerais,Tumiritinga,366.89
Minas Gerais,Tupaciguara,665.76
Minas Gerais,Turmalina,446.26
Minas Gerais,Turvolândia,649.97
Minas Gerais,Ubá,739.56
Minas Gerais,Ubaí,247.91
Minas Gerais,Ubaporanga,342.3
Minas Gerais,Uberaba,978.01
Minas Gerais,Uberlândia,1001.45
Minas Gerais,Umburatiba,332.13
Minas Gerais,Unaí,720.51
Minas Gerais,União de Minas,562.84
Minas Gerais,Uruana de Minas,360.58
Minas Gerais,Urucânia,397.46
Minas Gerais,Urucuia,259.38
Minas Gerais,Vargem Alegre,407.13
Minas Gerais,Vargem Bonita,508.67
Minas Gerais,Vargem Grande do Rio Pardo,265.02
Minas Gerais,Varginha,904.57
Minas Gerais,Varjão de Minas,528.14
Minas Gerais,Várzea da Palma,413.59
Minas Gerais,Varzelândia,238.92
Minas Gerais,Vazante,650.88
Minas Gerais,Verdelândia,233.27
Minas Gerais,Veredinha,293.08
Minas Gerais,Veríssimo,560.98
Minas Gerais,Vermelho Novo,355.42
Minas Gerais,Vespasiano,539.05
Minas Gerais,Viçosa,892.25
Minas Gerais,Vieiras,386.39
Minas Gerais,Mathias Lobato,326.18
Minas Gerais,Virgem da Lapa,305.36
Minas Gerais,Virgínia,415.41
Minas Gerais,Virginópolis,423.01
Minas Gerais,Virgolândia,339.03
Minas Gerais,Visconde do Rio Branco,658.96
Minas Gerais,Volta Grande,515.46
Minas Gerais,Wenceslau Braz,439.73
Espírito Santo,AFONSO CLÁUDIO,489.59
Espírito Santo,ÁGUIA BRANCA,487.28
Espírito Santo,ÁGUA DOCE DO NORTE,377.39
Espírito Santo,ALEGRE,655.72
Espírito Santo,ALFREDO CHAVES,634.97
Espírito Santo,ALTO RIO NOVO,413.59
Espírito Santo,ANCHIETA,608.42
Espírito Santo,APIACÁ,482.94
Espírito Santo,ARACRUZ,695.25
Espírito Santo,ATILIO VIVACQUA,493.81
Espírito Santo,BAIXO GUANDU,516.34
Espírito Santo,BARRA DE SÃO FRANCISCO,527.84
Espírito Santo,BOA ESPERANÇA,460.69
Espírito Santo,BOM JESUS DO NORTE,584.06
Espírito Santo,BREJETUBA,402.56
Espírito Santo,CACHOEIRO DE ITAPEMIRIM,763.71
Espírito Santo,CARIACICA,620.89
Espírito Santo,CASTELO,636.49
Espírito Santo,COLATINA,788.29
Espírito Santo,CONCEIÇÃO DA BARRA,450.71
Espírito Santo,CONCEIÇÃO DO CASTELO,567.83
Espírito Santo,DIVINO DE SÃO LOURENÇO,383.78
Espírito Santo,DOMINGOS MARTINS,551.74
Espírito Santo,DORES DO RIO PRETO,414.87
Espírito Santo,ECOPORANGA,406.49
Espírito Santo,FUNDÃO,657.18
Espírito Santo,GOVERNADOR LINDENBERG,515.11
Espírito Santo,GUAÇUÍ,587.91
Espírito Santo,GUARAPARI,830.51
Espírito Santo,IBATIBA,458.35
Espírito Santo,IBIRAÇU,764.33
Espírito Santo,IBITIRAMA,353.86
Espírito Santo,ICONHA,660.78
Espírito Santo,IRUPI,481.28
Espírito Santo,ITAGUAÇU,522.25
Espírito Santo,ITAPEMIRIM,428.61
Espírito Santo,ITARANA,607.49
Espírito Santo,IÚNA,501.21
Espírito Santo,JAGUARÉ,543.6
Espírito Santo,JERÔNIMO MONTEIRO,566.32
Espírito Santo,JOÃO NEIVA,859.01
Espírito Santo,LARANJA DA TERRA,411.93
Espírito Santo,LINHARES,711.38
Espírito Santo,MANTENÓPOLIS,417.83
Espírito Santo,MARATAÍZES,538.07
Espírito Santo,MARECHAL FLORIANO,683.63
Espírito Santo,MARILÂNDIA,510.91
Espírito Santo,MIMOSO DO SUL,523.04
Espírito Santo,MONTANHA,547.46
Espírito Santo,MUCURICI,372.63
Espírito Santo,MUNIZ FREIRE,421.86
Espírito Santo,MUQUI,528.68
Espírito Santo,NOVA VENÉCIA,592.06
Espírito Santo,PANCAS,451.21
Espírito Santo,PEDRO CANÁRIO,437.08
Espírito Santo,PINHEIROS,509.45
Espírito Santo,PIÚMA,629.9
Espírito Santo,PONTO BELO,405.19
Espírito Santo,PRESIDENTE KENNEDY,419.97
Espírito Santo,RIO BANANAL,550.55
Espírito Santo,RIO NOVO DO SUL,594.24
Espírito Santo,SANTA LEOPOLDINA,445.57
Espírito Santo,SANTA MARIA DE JETIBÁ,603.33
Espírito Santo,SANTA TERESA,716.25
Espírito Santo,SÃO DOMINGOS DO NORTE,547.57
Espírito Santo,SÃO GABRIEL DA PALHA,792.54
Espírito Santo,SÃO JOSÉ DO CALÇADO,514.57
Espírito Santo,SÃO MATEUS,699.99
Espírito Santo,SÃO ROQUE DO CANAÃ,572.42
Espírito Santo,SERRA,705.89
Espírito Santo,SOORETAMA,457.49
Espírito Santo,VARGEM ALTA,480.01
Espírito Santo,VENDA NOVA DO IMIGRANTE,754.66
Espírito Santo,VIANA,523.61
Espírito Santo,VILA PAVÃO,449.3
Espírito Santo,VILA VALÉRIO,569.82
Espírito Santo,VILA VELHA,1211.79
Espírito Santo,VITÓRIA,1866.58
Rio de Janeiro,ANGRA DOS REIS,798.68
Rio de Janeiro,APERIBÉ,516.14
Rio de Janeiro,ARARUAMA,680.88
Rio de Janeiro,AREAL,571.74
Rio de Janeiro,ARMAÇÃO DOS BÚZIOS,851.39
Rio de Janeiro,ARRAIAL DO CABO,714.47
Rio de Janeiro,BARRA DO PIRAÍ,719.16
Rio de Janeiro,BARRA MANSA,705.1
Rio de Janeiro,BELFORD ROXO,491.51
Rio de Janeiro,BOM JARDIM,649.62
Rio de Janeiro,BOM JESUS DO ITABAPOANA,717.69
Rio de Janeiro,CABO FRIO,815.75
Rio de Janeiro,CACHOEIRAS DE MACACU,604.45
Rio de Janeiro,CAMBUCI,524.88
Rio de Janeiro,CARAPEBUS,620.35
Rio de Janeiro,COMENDADOR LEVY GASPARIAN,537.66
Rio de Janeiro,CAMPOS DOS GOYTACAZES,682.59
Rio de Janeiro,CANTAGALO,641.61
Rio de Janeiro,CARDOSO MOREIRA,465.04
Rio de Janeiro,CARMO,559.66
Rio de Janeiro,CASIMIRO DE ABREU,768.45
Rio de Janeiro,CONCEIÇÃO DE MACABU,614.57
Rio de Janeiro,CORDEIRO,724.29
Rio de Janeiro,DUAS BARRAS,540.35
Rio de Janeiro,DUQUE DE CAXIAS,592.81
Rio de Janeiro,ENGENHEIRO PAULO DE FRONTIN,529.05
Rio de Janeiro,GUAPIMIRIM,594.06
Rio de Janeiro,IGUABA GRANDE,818.01
Rio de Janeiro,ITABORAÍ,584.35
Rio de Janeiro,ITAGUAÍ,635.5
Rio de Janeiro,ITALVA,593.88
Rio de Janeiro,ITAOCARA,607.18
Rio de Janeiro,ITAPERUNA,688.83
Rio de Janeiro,ITATIAIA,773.48
Rio de Janeiro,JAPERI,420.15
Rio de Janeiro,LAJE DO MURIAÉ,453.97
Rio de Janeiro,MACAÉ,1103.42
Rio de Janeiro,MACUCO,574.96
Rio de Janeiro,MAGÉ,567.59
Rio de Janeiro,MANGARATIBA,832.15
Rio de Janeiro,MARICÁ,910.41
Rio de Janeiro,MENDES,649.4
Rio de Janeiro,MESQUITA,640.37
Rio de Janeiro,MIGUEL PEREIRA,801.63
Rio de Janeiro,MIRACEMA,608.62
Rio de Janeiro,NATIVIDADE,653.23
Rio de Janeiro,NILÓPOLIS,755.26
Rio de Janeiro,NITERÓI,2000.29
Rio de Janeiro,NOVA FRIBURGO,894.75
Rio de Janeiro,NOVA IGUAÇU,591
Rio de Janeiro,PARACAMBI,580.49
Rio de Janeiro,PARAÍBA DO SUL,613.56
Rio de Janeiro,PARATY,734.36
Rio de Janeiro,PATY DO ALFERES,562.52
Rio de Janeiro,PETRÓPOLIS,922.49
Rio de Janeiro,PINHEIRAL,657.99
Rio de Janeiro,PIRAÍ,678.3
Rio de Janeiro,PORCIÚNCULA,615.63
Rio de Janeiro,PORTO REAL,577.07
Rio de Janeiro,QUATIS,535.96
Rio de Janeiro,QUEIMADOS,484.4
Rio de Janeiro,QUISSAMÃ,616.31
Rio de Janeiro,RESENDE,915.21
Rio de Janeiro,RIO BONITO,643.54
Rio de Janeiro,RIO CLARO,623.62
Rio de Janeiro,RIO DAS FLORES,499.13
Rio de Janeiro,RIO DAS OSTRAS,1051.19
Rio de Janeiro,RIO DE JANEIRO,1492.63
Rio de Janeiro,SANTA MARIA MADALENA,522.66
Rio de Janeiro,SANTO ANTÔNIO DE PÁDUA,657.53
Rio de Janeiro,SÃO FRANCISCO DE ITABAPOANA,375.49
Rio de Janeiro,SÃO FIDÉLIS,567.23
Rio de Janeiro,SÃO GONÇALO,669.3
Rio de Janeiro,SÃO JOÃO DA BARRA,570.38
Rio de Janeiro,SÃO JOÃO DE MERITI,597.57
Rio de Janeiro,SÃO JOSÉ DE UBÁ,410.44
Rio de Janeiro,SÃO JOSÉ DO VALE DO RIO PRETO,517.99
Rio de Janeiro,SÃO PEDRO DA ALDEIA,710.04
Rio de Janeiro,SÃO SEBASTIÃO DO ALTO,423.88
Rio de Janeiro,SAPUCAIA,558.94
Rio de Janeiro,SAQUAREMA,681.62
Rio de Janeiro,SEROPÉDICA,604.82
Rio de Janeiro,SILVA JARDIM,476.99
Rio de Janeiro,SUMIDOURO,479.46
Rio de Janeiro,TANGUÁ,440.84
Rio de Janeiro,TERESÓPOLIS,859.79
Rio de Janeiro,TRAJANO DE MORAES,510.96
Rio de Janeiro,TRÊS RIOS,726.83
Rio de Janeiro,VALENÇA,675.62
Rio de Janeiro,VARRE-SAI,418.62
Rio de Janeiro,VASSOURAS,701.06
Rio de Janeiro,VOLTA REDONDA,920.51
São Paulo,ADAMANTINA,975.43
São Paulo,ADOLFO,661.65
São Paulo,AGUAÍ,636.07
São Paulo,ÁGUAS DA PRATA,853.39
São Paulo,ÁGUAS DE LINDÓIA,730.13
São Paulo,ÁGUAS DE SANTA BÁRBARA,818.15
São Paulo,ÁGUAS DE SÃO PEDRO,1580.72
São Paulo,AGUDOS,642.59
São Paulo,ALAMBARI,556.36
São Paulo,ALFREDO MARCONDES,558.38
São Paulo,ALTAIR,616.38
São Paulo,ALTINÓPOLIS,731.49
São Paulo,ALTO ALEGRE,560.3
São Paulo,ALUMÍNIO,747.27
São Paulo,ÁLVARES FLORENCE,627.14
São Paulo,ÁLVARES MACHADO,672.03
São Paulo,ÁLVARO DE CARVALHO,512.99
São Paulo,ALVINLÂNDIA,710.49
São Paulo,AMERICANA,1161.68
São Paulo,AMÉRICO BRASILIENSE,659.67
São Paulo,AMÉRICO DE CAMPOS,686.56
São Paulo,AMPARO,1027.6
São Paulo,ANALÂNDIA,823.33
São Paulo,ANDRADINA,919.36
São Paulo,ANGATUBA,597.99
São Paulo,ANHEMBI,554.16
São Paulo,ANHUMAS,561.82
São Paulo,APARECIDA,775.17
São Paulo,APARECIDA D'OESTE,611.22
São Paulo,APIAÍ,492.43
São Paulo,ARAÇARIGUAMA,691.69
São Paulo,ARAÇATUBA,1036.09
São Paulo,ARAÇOIABA DA SERRA,853.87
São Paulo,ARAMINA,721.56
São Paulo,ARANDU,535.27
São Paulo,ARAPEÍ,414.19
São Paulo,ARARAQUARA,1080.66
São Paulo,ARARAS,921.76
São Paulo,ARCO-ÍRIS,520.01
São Paulo,AREALVA,697.3
São Paulo,AREIAS,396.78
São Paulo,AREIÓPOLIS,570.09
São Paulo,ARIRANHA,751.35
São Paulo,ARTUR NOGUEIRA,823.24
São Paulo,ARUJÁ,910.67
São Paulo,ASPÁSIA,619.43
São Paulo,ASSIS,967.39
São Paulo,ATIBAIA,1063.52
São Paulo,AURIFLAMA,829.68
São Paulo,AVAÍ,531.2
São Paulo,AVANHANDAVA,579.71
São Paulo,AVARÉ,854.42
São Paulo,BADY BASSITT,783.57
São Paulo,BALBINOS,586.02
São Paulo,BÁLSAMO,832.51
São Paulo,BANANAL,595.74
São Paulo,BARÃO DE ANTONINA,536.63
São Paulo,BARBOSA,536.37
São Paulo,BARIRI,781.34
São Paulo,BARRA BONITA,915.28
São Paulo,BARRA DO CHAPÉU,370.97
São Paulo,BARRA DO TURVO,390.88
São Paulo,BARRETOS,917
São Paulo,BARRINHA,668.32
São Paulo,BARUERI,1095.84
São Paulo,BASTOS,609.76
São Paulo,BATATAIS,941.79
São Paulo,BAURU,1163.86
São Paulo,BEBEDOURO,881.64
São Paulo,BENTO DE ABREU,647.1
São Paulo,BERNARDINO DE CAMPOS,676.6
São Paulo,BERTIOGA,736.03
São Paulo,BILAC,816.06
São Paulo,BIRIGUI,812.51
São Paulo,BIRITIBA-MIRIM,662.23
São Paulo,BOA ESPERANÇA DO SUL,593.36
São Paulo,BOCAINA,805.99
São Paulo,BOFETE,622.11
São Paulo,BOITUVA,889.51
São Paulo,BOM JESUS DOS PERDÕES,688.02
São Paulo,BOM SUCESSO DE ITARARÉ,344.32
São Paulo,BORÁ,670.27
São Paulo,BORACÉIA,719.42
São Paulo,BORBOREMA,664.64
São Paulo,BOREBI,529.08
São Paulo,BOTUCATU,1089.1
São Paulo,BRAGANÇA PAULISTA,974.08
São Paulo,BRAÚNA,726.71
São Paulo,BREJO ALEGRE,631.02
São Paulo,BRODOWSKI,787.91
São Paulo,BROTAS,722.76
São Paulo,BURI,435.15
São Paulo,BURITAMA,779.78
São Paulo,BURITIZAL,817.16
São Paulo,CABRÁLIA PAULISTA,507.41
São Paulo,CABREÚVA,694.03
