id,risco_credito,idade,renda_anual,sexo,estado_civil,qtd_filhos,qtd_cartoes_credito,forma_pagamento,paga_hipoteca,outros_emprestimos
1600,medio_risco,NA,21757,feminino,NA,1,2,mensal,sim,NA
1601,medio_risco,37,21742,feminino,divorciado,2,5,semanal,nao,2
1602,medio_risco,23,21742,feminino,solteiro,1,3,mensal,nao,1
1603,medio_risco,45,21732,feminino,divorciado,2,6,semanal,sim,3
1604,medio_risco,23,21732,feminino,casado,1,0,mensal,sim,2
1605,medio_risco,20,21720,masculino,solteiro,1,2,mensal,nao,1
1606,alto_risco,47,21716,masculino,casado,2,4,semanal,NA,1
1607,medio_risco,33,21713,feminino,casado,2,2,mensal,sim,2
1608,medio_risco,25,21708,masculino,solteiro,0,1,semanal,nao,1
1609,medio_risco,45,21707,feminino,NA,3,5,semanal,sim,3
1610,medio_risco,20,21702,feminino,casado,2,NA,semanal,sim,1
1611,medio_risco,22,NA,feminino,NA,0,1,mensal,sim,1
1612,medio_risco,27,21696,feminino,casado,2,2,NA,sim,2
1613,medio_risco,34,21692,NA,casado,1,0,mensal,sim,2
1614,baixo_risco,19,21652,feminino,NA,2,1,mensal,sim,1
1615,medio_risco,40,21650,masculino,divorciado,4,5,semanal,sim,NA
1616,medio_risco,24,21650,feminino,solteiro,1,3,NA,sim,1
1617,medio_risco,20,21646,masculino,solteiro,NA,3,semanal,nao,1
1618,medio_risco,24,21627,masculino,solteiro,1,3,mensal,nao,1
1619,medio_risco,38,21620,feminino,solteiro,1,3,semanal,sim,NA
1620,medio_risco,23,NA,masculino,solteiro,1,1,mensal,sim,1
1621,medio_risco,27,21616,masculino,casado,2,2,mensal,sim,2
1622,medio_risco,NA,21616,feminino,casado,2,0,mensal,sim,1
1623,alto_risco,26,21610,NA,solteiro,NA,1,mensal,sim,1
1624,alto_risco,19,21604,masculino,casado,2,NA,mensal,sim,NA
1625,medio_risco,43,21599,masculino,divorciado,4,6,semanal,NA,2
1626,medio_risco,21,21596,masculino,solteiro,0,1,mensal,nao,1
1627,medio_risco,31,21592,feminino,casado,1,1,mensal,sim,2
1628,medio_risco,19,21592,masculino,casado,1,2,mensal,sim,NA
1629,medio_risco,34,NA,feminino,casado,1,2,mensal,sim,2
1630,medio_risco,38,21574,masculino,solteiro,1,2,mensal,sim,1
1631,medio_risco,18,21561,masculino,casado,1,1,semanal,sim,2
1632,medio_risco,23,21554,masculino,casado,2,2,semanal,sim,1
1633,medio_risco,21,21550,feminino,solteiro,1,1,semanal,sim,1
1634,medio_risco,20,21548,masculino,casado,2,1,semanal,sim,1
1635,medio_risco,41,NA,masculino,divorciado,4,5,semanal,nao,3
1636,medio_risco,35,21544,masculino,solteiro,0,2,mensal,nao,1
1637,medio_risco,18,21533,masculino,casado,NA,NA,NA,sim,NA
1638,baixo_risco,43,21527,feminino,divorciado,4,5,semanal,NA,3
1639,medio_risco,18,21525,feminino,casado,2,0,semanal,sim,1
1640,medio_risco,41,21522,feminino,divorciado,4,NA,semanal,sim,3
1641,alto_risco,22,21515,masculino,casado,2,0,mensal,sim,2
1642,medio_risco,20,21507,masculino,casado,1,0,NA,sim,2
1643,medio_risco,18,21502,masculino,casado,1,0,mensal,sim,2
1644,medio_risco,22,21501,feminino,NA,1,3,mensal,nao,1
1645,alto_risco,50,21498,NA,casado,2,4,mensal,sim,1
1646,medio_risco,24,21498,feminino,solteiro,1,1,mensal,nao,1
1647,medio_risco,28,21488,masculino,solteiro,1,2,semanal,sim,1
1648,medio_risco,23,21481,feminino,casado,2,0,mensal,sim,2
1649,medio_risco,38,21479,feminino,solteiro,0,1,semanal,nao,1
1650,medio_risco,18,21468,masculino,NA,1,NA,semanal,sim,2
1651,medio_risco,24,21455,masculino,NA,1,1,semanal,sim,1
1652,medio_risco,43,21453,feminino,NA,4,5,semanal,nao,NA
1653,medio_risco,NA,21449,feminino,NA,0,1,mensal,nao,1
1654,medio_risco,23,21446,feminino,casado,2,0,mensal,sim,NA
1655,alto_risco,40,21441,masculino,casado,3,4,mensal,sim,2
1656,medio_risco,32,21438,feminino,solteiro,1,1,semanal,sim,1
1657,medio_risco,NA,21428,masculino,solteiro,0,2,semanal,nao,1
1658,medio_risco,22,21425,feminino,casado,2,1,NA,sim,1
1659,alto_risco,22,21421,feminino,solteiro,0,2,mensal,nao,1
1660,medio_risco,21,21421,masculino,solteiro,1,1,mensal,nao,1
1661,medio_risco,21,21417,feminino,casado,2,2,mensal,sim,1
1662,alto_risco,33,21413,masculino,divorciado,3,6,NA,sim,3
1663,medio_risco,29,21411,masculino,casado,2,0,semanal,sim,1
1664,medio_risco,23,21409,NA,NA,1,2,semanal,sim,2
1665,alto_risco,25,21403,masculino,solteiro,0,3,mensal,sim,1
1666,medio_risco,19,21392,masculino,casado,1,0,semanal,sim,NA
1667,medio_risco,27,21391,masculino,casado,2,2,semanal,sim,NA
1668,medio_risco,25,21387,NA,solteiro,1,3,mensal,sim,1
1669,medio_risco,23,21383,masculino,solteiro,0,NA,mensal,nao,1
1670,medio_risco,NA,21382,masculino,casado,2,NA,mensal,sim,NA
1671,medio_risco,20,21378,masculino,solteiro,1,2,semanal,NA,1
1672,medio_risco,27,NA,feminino,solteiro,1,1,NA,nao,1
1673,medio_risco,24,21355,feminino,casado,1,2,mensal,sim,1
1674,medio_risco,21,21334,feminino,NA,1,2,semanal,sim,2
1675,medio_risco,20,21327,feminino,NA,2,0,NA,sim,2
1676,medio_risco,25,21325,masculino,solteiro,0,1,mensal,nao,1
1677,medio_risco,NA,21324,feminino,solteiro,1,2,semanal,nao,1
1678,medio_risco,22,21324,feminino,solteiro,0,1,semanal,nao,NA
1679,medio_risco,23,NA,feminino,solteiro,0,3,semanal,sim,1
1680,medio_risco,18,21321,masculino,NA,1,0,mensal,NA,NA
1681,alto_risco,45,21320,feminino,casado,2,3,mensal,sim,1
1682,medio_risco,20,21317,NA,casado,1,2,mensal,sim,1
1683,medio_risco,24,21306,NA,solteiro,0,3,mensal,sim,1
1684,baixo_risco,20,21306,masculino,NA,1,1,mensal,NA,1
1685,medio_risco,21,21295,masculino,casado,NA,2,semanal,sim,1
1686,alto_risco,47,21290,feminino,casado,NA,4,mensal,sim,2
1687,medio_risco,24,NA,NA,casado,1,2,semanal,NA,2
1688,alto_risco,19,21288,feminino,casado,1,2,mensal,sim,2
1689,medio_risco,NA,21287,NA,casado,1,NA,mensal,sim,2
1690,baixo_risco,31,21284,masculino,solteiro,NA,3,semanal,nao,1
1691,medio_risco,24,21274,masculino,solteiro,1,2,mensal,sim,1
1692,medio_risco,41,21271,feminino,divorciado,3,6,semanal,nao,2
1693,medio_risco,22,21271,feminino,casado,1,2,mensal,sim,1
1694,medio_risco,38,21269,NA,solteiro,0,1,mensal,sim,NA
1695,medio_risco,36,21261,feminino,solteiro,0,2,mensal,nao,NA
1696,medio_risco,24,21253,masculino,casado,2,1,semanal,sim,1
1697,alto_risco,42,21247,NA,casado,2,4,semanal,sim,2
1698,medio_risco,24,21245,feminino,solteiro,0,1,mensal,nao,1
1699,medio_risco,20,NA,feminino,casado,1,0,mensal,sim,2
1700,medio_risco,21,21238,masculino,solteiro,1,1,mensal,nao,1
1701,medio_risco,24,21237,feminino,solteiro,1,2,mensal,sim,1
1702,alto_risco,50,21236,masculino,casado,3,4,mensal,sim,2
1703,medio_risco,28,NA,feminino,solteiro,0,NA,mensal,sim,1
1704,medio_risco,22,NA,feminino,solteiro,0,3,NA,nao,1
1705,medio_risco,21,21212,masculino,casado,NA,0,semanal,sim,NA
1706,medio_risco,22,21210,masculino,solteiro,0,3,semanal,NA,1
1707,medio_risco,20,21209,masculino,casado,2,1,mensal,sim,NA
1708,alto_risco,35,21204,feminino,divorciado,4,5,semanal,NA,3
1709,medio_risco,27,21190,feminino,NA,1,1,semanal,sim,1
1710,medio_risco,22,21190,NA,casado,2,2,NA,sim,2
1711,medio_risco,25,21189,NA,solteiro,0,1,semanal,nao,1
1712,alto_risco,50,21184,feminino,casado,3,3,mensal,sim,1
1713,medio_risco,20,21184,masculino,solteiro,1,3,mensal,nao,1
1714,baixo_risco,28,21175,masculino,casado,1,0,semanal,sim,1
1715,medio_risco,20,21168,feminino,casado,2,1,mensal,NA,1
1716,medio_risco,33,21166,masculino,casado,2,1,NA,sim,1
1717,medio_risco,18,21160,NA,casado,1,2,semanal,sim,1
1718,medio_risco,18,21159,masculino,casado,2,0,semanal,sim,1
1719,alto_risco,29,21154,masculino,solteiro,0,2,mensal,NA,1
1720,medio_risco,20,21154,masculino,solteiro,0,1,semanal,sim,1
1721,medio_risco,18,21151,feminino,casado,2,NA,NA,sim,NA
1722,medio_risco,NA,NA,feminino,solteiro,1,2,mensal,nao,1
1723,medio_risco,21,21141,masculino,casado,1,1,NA,sim,2
1724,medio_risco,26,21139,feminino,solteiro,1,3,NA,sim,1
1725,medio_risco,20,21138,masculino,solteiro,0,1,mensal,nao,1
1726,medio_risco,NA,21138,masculino,casado,1,0,mensal,sim,2
1727,baixo_risco,47,21127,feminino,divorciado,NA,5,semanal,nao,3
1728,medio_risco,NA,21127,feminino,casado,1,0,semanal,sim,1
1729,medio_risco,25,21126,masculino,casado,1,2,semanal,sim,1
1730,medio_risco,24,21123,masculino,solteiro,0,2,NA,nao,1
1731,baixo_risco,22,NA,feminino,NA,2,0,mensal,sim,2
1732,medio_risco,26,21106,masculino,solteiro,0,3,semanal,NA,1
1733,alto_risco,28,21092,masculino,divorciado,4,6,semanal,nao,2
1734,medio_risco,20,21080,feminino,solteiro,0,1,NA,sim,1
1735,baixo_risco,20,NA,masculino,solteiro,1,2,semanal,nao,1
1736,medio_risco,18,21066,masculino,casado,2,0,mensal,sim,2
1737,alto_risco,50,NA,feminino,NA,3,4,mensal,sim,1
1738,baixo_risco,24,21049,masculino,casado,2,1,NA,sim,1
1739,medio_risco,23,21035,feminino,solteiro,1,1,NA,nao,1
1740,medio_risco,NA,21029,masculino,solteiro,1,2,mensal,sim,1
1741,alto_risco,19,21026,feminino,casado,2,2,mensal,sim,NA
1742,medio_risco,25,NA,feminino,solteiro,1,3,semanal,sim,1
1743,medio_risco,24,21007,feminino,casado,1,2,mensal,sim,2
1744,alto_risco,29,21002,feminino,casado,2,3,semanal,sim,2
1745,medio_risco,36,20995,feminino,casado,2,2,semanal,sim,1
1746,baixo_risco,20,20994,masculino,solteiro,1,3,mensal,nao,NA
1747,alto_risco,22,20992,masculino,casado,3,4,mensal,NA,2
1748,medio_risco,31,20988,masculino,casado,2,0,semanal,NA,1
1749,medio_risco,38,NA,masculino,divorciado,3,5,NA,NA,2
1750,medio_risco,18,20985,feminino,casado,1,1,mensal,sim,2
1751,medio_risco,25,20979,masculino,casado,2,1,mensal,NA,2
1752,medio_risco,18,20977,feminino,casado,2,1,mensal,sim,1
1753,medio_risco,32,20971,masculino,NA,1,2,semanal,sim,1
1754,medio_risco,24,20970,feminino,casado,2,1,mensal,sim,1
1755,medio_risco,20,20964,masculino,casado,2,2,mensal,sim,2
1756,medio_risco,NA,20963,NA,NA,3,5,semanal,nao,3
1757,medio_risco,25,20963,feminino,solteiro,0,1,semanal,nao,1
1758,medio_risco,20,20961,NA,casado,1,1,mensal,NA,1
1759,medio_risco,20,20961,masculino,solteiro,1,3,mensal,sim,1
1760,alto_risco,22,20959,masculino,casado,NA,1,semanal,NA,NA
1761,medio_risco,20,20947,masculino,solteiro,1,2,semanal,sim,1
1762,medio_risco,19,20946,masculino,casado,1,0,NA,sim,1
1763,medio_risco,NA,NA,masculino,casado,1,NA,semanal,sim,1
1764,medio_risco,25,20942,feminino,solteiro,1,2,mensal,NA,1
1765,alto_risco,43,20941,masculino,divorciado,3,5,semanal,sim,2
1766,medio_risco,22,20935,masculino,solteiro,0,1,mensal,sim,NA
1767,medio_risco,NA,20923,feminino,solteiro,1,1,semanal,sim,1
1768,medio_risco,24,20921,feminino,casado,1,0,semanal,sim,1
1769,medio_risco,23,20920,masculino,solteiro,0,1,mensal,nao,1
1770,medio_risco,23,20919,feminino,casado,2,0,semanal,sim,2
1771,medio_risco,19,20919,masculino,casado,NA,1,mensal,sim,2
1772,medio_risco,23,20901,feminino,solteiro,1,2,semanal,nao,1
1773,medio_risco,NA,20896,masculino,casado,2,2,semanal,sim,2
1774,medio_risco,21,20885,masculino,NA,1,1,NA,nao,1
1775,medio_risco,22,20876,masculino,solteiro,1,3,mensal,nao,1
1776,medio_risco,20,20874,masculino,casado,1,1,semanal,NA,2
1777,medio_risco,38,20865,feminino,solteiro,1,2,semanal,nao,1
1778,medio_risco,36,20865,feminino,NA,1,2,semanal,sim,2
1779,alto_risco,48,20863,masculino,casado,2,4,mensal,sim,2
1780,medio_risco,24,NA,feminino,casado,1,2,semanal,sim,2
1781,medio_risco,35,20857,masculino,casado,1,0,semanal,NA,2
1782,medio_risco,19,20857,masculino,casado,1,2,mensal,NA,1
1783,medio_risco,18,NA,masculino,casado,1,NA,mensal,sim,2
1784,medio_risco,NA,20851,feminino,casado,1,2,semanal,sim,2
1785,medio_risco,37,20841,feminino,solteiro,1,2,semanal,sim,1
1786,alto_risco,25,20837,masculino,solteiro,1,NA,mensal,nao,1
1787,medio_risco,33,20836,feminino,solteiro,1,1,semanal,sim,1
1788,medio_risco,NA,20830,feminino,casado,1,0,mensal,sim,2
1789,medio_risco,23,20828,feminino,casado,NA,0,semanal,sim,2
1790,alto_risco,25,20826,masculino,casado,2,0,semanal,sim,NA
1791,medio_risco,36,20811,NA,solteiro,1,2,mensal,sim,1
1792,medio_risco,18,20808,masculino,casado,2,NA,semanal,sim,2
1793,alto_risco,29,20807,masculino,NA,2,6,semanal,nao,2
1794,medio_risco,19,20806,masculino,casado,1,0,semanal,sim,1
1795,medio_risco,37,NA,masculino,solteiro,1,2,mensal,sim,1
1796,medio_risco,38,20797,NA,solteiro,1,3,semanal,nao,1
1797,alto_risco,40,20789,feminino,casado,3,NA,semanal,sim,2
1798,medio_risco,29,20785,NA,solteiro,0,3,NA,sim,1
1799,medio_risco,23,NA,masculino,solteiro,0,1,semanal,nao,1
1800,alto_risco,47,NA,feminino,casado,NA,4,semanal,sim,2
1801,medio_risco,NA,20766,feminino,casado,2,1,mensal,sim,1
1802,medio_risco,36,20764,feminino,NA,NA,2,mensal,sim,1
1803,alto_risco,NA,20760,feminino,casado,2,2,semanal,sim,1
1804,medio_risco,20,20755,feminino,solteiro,1,3,mensal,sim,1
1805,medio_risco,48,20750,masculino,divorciado,3,5,semanal,sim,2
1806,medio_risco,NA,20730,NA,casado,1,0,mensal,sim,NA
1807,baixo_risco,44,20714,feminino,divorciado,4,6,semanal,nao,3
1808,medio_risco,24,20710,feminino,solteiro,1,1,mensal,sim,1
1809,medio_risco,21,20708,feminino,solteiro,1,2,semanal,sim,1
1810,medio_risco,21,20691,masculino,solteiro,1,2,NA,sim,1
1811,medio_risco,NA,20690,feminino,casado,2,2,mensal,sim,2
1812,medio_risco,30,20686,feminino,solteiro,0,1,semanal,sim,1
1813,medio_risco,25,20680,feminino,casado,1,2,mensal,sim,1
1814,medio_risco,23,20678,masculino,casado,1,2,NA,sim,1
1815,medio_risco,23,20678,masculino,casado,1,2,semanal,sim,2
1816,medio_risco,24,20675,NA,solteiro,1,2,semanal,sim,1
1817,alto_risco,20,20674,masculino,casado,1,2,semanal,sim,2
1818,medio_risco,18,20671,masculino,casado,1,1,semanal,NA,1
1819,medio_risco,18,20671,masculino,casado,1,2,semanal,sim,2
1820,medio_risco,23,20669,masculino,casado,1,0,semanal,sim,2
1821,medio_risco,25,20666,feminino,solteiro,0,3,mensal,NA,1
1822,medio_risco,20,20635,masculino,NA,2,1,semanal,sim,1
1823,alto_risco,43,20633,masculino,NA,2,4,mensal,NA,1
1824,medio_risco,NA,20631,masculino,casado,2,2,semanal,sim,1
1825,medio_risco,22,20623,feminino,casado,1,0,mensal,sim,2
1826,medio_risco,48,20622,feminino,divorciado,3,6,semanal,nao,3
1827,alto_risco,42,NA,masculino,casado,2,4,semanal,sim,2
1828,alto_risco,26,20617,masculino,divorciado,2,5,semanal,nao,3
1829,medio_risco,21,20608,masculino,solteiro,1,1,mensal,sim,1
1830,medio_risco,33,20602,NA,divorciado,4,6,semanal,NA,NA
1831,medio_risco,24,20592,feminino,casado,1,0,mensal,sim,2
1832,alto_risco,40,20588,NA,casado,3,4,semanal,NA,2
1833,medio_risco,30,20588,masculino,solteiro,0,3,semanal,sim,NA
1834,medio_risco,25,20587,masculino,solteiro,1,1,mensal,nao,1
1835,medio_risco,24,20586,NA,casado,NA,2,NA,sim,1
1836,alto_risco,21,20581,masculino,casado,1,NA,semanal,sim,1
1837,medio_risco,23,20570,masculino,solteiro,NA,3,mensal,sim,1
1838,medio_risco,NA,20568,NA,solteiro,0,1,semanal,nao,NA
1839,medio_risco,NA,20568,masculino,casado,2,1,NA,sim,1
1840,medio_risco,18,NA,masculino,casado,2,1,semanal,sim,2
1841,medio_risco,24,20559,feminino,solteiro,0,2,NA,nao,NA
1842,medio_risco,21,20558,feminino,NA,1,2,semanal,sim,1
1843,medio_risco,22,20555,masculino,casado,1,0,mensal,sim,1
1844,medio_risco,30,20546,masculino,casado,1,2,semanal,sim,1
1845,medio_risco,NA,20542,masculino,solteiro,0,1,semanal,sim,1
1846,medio_risco,37,20541,masculino,casado,1,NA,semanal,NA,NA
1847,medio_risco,48,NA,feminino,divorciado,4,5,semanal,sim,2
1848,medio_risco,38,20536,feminino,casado,1,0,mensal,sim,2
1849,medio_risco,22,20536,masculino,solteiro,1,1,mensal,NA,1
1850,medio_risco,27,20535,masculino,NA,1,3,NA,sim,NA
1851,medio_risco,NA,20533,masculino,solteiro,0,1,mensal,sim,1
1852,medio_risco,36,20528,feminino,solteiro,1,NA,NA,sim,NA
1853,medio_risco,NA,20526,masculino,solteiro,0,2,mensal,sim,1
1854,medio_risco,18,20510,feminino,casado,1,0,semanal,sim,1
1855,medio_risco,22,NA,masculino,casado,1,NA,semanal,sim,2
1856,medio_risco,24,20497,masculino,solteiro,0,2,mensal,sim,1
1857,medio_risco,20,20497,masculino,casado,2,0,semanal,sim,2
1858,medio_risco,23,20486,NA,solteiro,1,2,mensal,sim,1
1859,alto_risco,20,20478,masculino,casado,2,2,semanal,sim,1
1860,medio_risco,25,20473,masculino,solteiro,1,1,semanal,nao,1
1861,medio_risco,48,20472,feminino,divorciado,2,5,semanal,NA,2
1862,medio_risco,20,20467,masculino,solteiro,1,3,semanal,sim,NA
1863,medio_risco,23,20456,NA,casado,2,2,semanal,sim,2
1864,medio_risco,21,20453,masculino,solteiro,0,2,mensal,nao,1
1865,medio_risco,47,20452,feminino,divorciado,2,5,semanal,NA,2
1866,alto_risco,36,20452,masculino,casado,3,3,semanal,NA,1
1867,medio_risco,21,20448,masculino,casado,1,0,semanal,sim,2
1868,alto_risco,29,20444,feminino,casado,1,2,mensal,sim,1
1869,medio_risco,22,20444,feminino,casado,2,1,mensal,sim,NA
1870,medio_risco,NA,20443,feminino,solteiro,1,3,semanal,sim,1
1871,alto_risco,41,20439,feminino,casado,2,4,mensal,sim,2
1872,medio_risco,20,20436,masculino,casado,NA,0,mensal,NA,1
1873,medio_risco,22,NA,feminino,casado,1,2,NA,sim,1
1874,medio_risco,38,20422,feminino,divorciado,NA,6,semanal,nao,3
1875,medio_risco,33,20417,masculino,casado,2,0,NA,sim,NA
1876,alto_risco,43,20407,masculino,divorciado,3,5,semanal,nao,2
1877,medio_risco,28,20396,masculino,solteiro,1,2,semanal,nao,1
1878,medio_risco,20,20385,masculino,solteiro,1,NA,semanal,sim,1
1879,baixo_risco,44,NA,masculino,divorciado,2,5,semanal,nao,NA
1880,alto_risco,21,20375,masculino,casado,2,1,mensal,NA,1
1881,alto_risco,43,20374,feminino,divorciado,4,6,semanal,nao,3
1882,medio_risco,36,20371,feminino,casado,2,0,NA,sim,2
1883,medio_risco,22,20370,feminino,casado,NA,2,mensal,sim,2
1884,medio_risco,NA,NA,NA,NA,0,1,mensal,sim,1
1885,medio_risco,34,20362,feminino,solteiro,0,3,mensal,sim,1
1886,medio_risco,24,20361,feminino,casado,2,1,semanal,sim,2
1887,medio_risco,21,20358,NA,casado,2,1,semanal,sim,2
1888,medio_risco,25,20333,feminino,solteiro,0,1,semanal,sim,1
1889,medio_risco,20,20326,masculino,solteiro,NA,2,semanal,sim,1
1890,medio_risco,23,20323,feminino,solteiro,1,1,mensal,sim,1
1891,medio_risco,23,20312,feminino,solteiro,0,1,mensal,nao,1
1892,medio_risco,49,20310,feminino,divorciado,NA,5,semanal,nao,2
1893,alto_risco,48,20308,feminino,divorciado,4,6,semanal,sim,NA
1894,medio_risco,45,20305,feminino,divorciado,4,5,semanal,nao,3
1895,medio_risco,21,20299,NA,casado,2,0,semanal,sim,2
1896,medio_risco,32,20297,NA,divorciado,4,5,semanal,nao,3
1897,medio_risco,29,20292,feminino,casado,2,1,semanal,sim,2
1898,medio_risco,25,20289,masculino,NA,1,1,mensal,sim,NA
1899,alto_risco,NA,20287,masculino,casado,1,0,mensal,sim,2
1900,medio_risco,21,20276,feminino,solteiro,0,1,NA,nao,1
1901,alto_risco,22,20274,feminino,casado,2,2,semanal,sim,1
1902,alto_risco,29,20269,masculino,casado,2,4,semanal,sim,1
1903,medio_risco,44,20265,feminino,divorciado,4,5,semanal,nao,2
1904,baixo_risco,36,NA,feminino,divorciado,4,5,semanal,nao,2
1905,medio_risco,NA,20254,feminino,NA,1,0,semanal,sim,1
1906,medio_risco,24,20250,masculino,NA,1,0,semanal,sim,2
1907,medio_risco,26,20241,masculino,casado,2,1,semanal,NA,1
1908,medio_risco,25,20240,feminino,casado,1,1,semanal,sim,2
1909,medio_risco,22,20238,masculino,solteiro,0,2,semanal,NA,1
1910,baixo_risco,20,20238,masculino,casado,NA,2,mensal,sim,1
1911,medio_risco,NA,20208,feminino,solteiro,1,2,mensal,nao,1
1912,medio_risco,25,20195,feminino,casado,2,2,mensal,sim,2
1913,medio_risco,32,20187,NA,casado,2,1,mensal,sim,2
1914,medio_risco,20,20186,masculino,solteiro,0,3,mensal,sim,1
1915,medio_risco,20,20175,feminino,solteiro,0,3,mensal,nao,1
1916,medio_risco,21,20167,feminino,solteiro,1,2,NA,sim,1
1917,medio_risco,44,20163,feminino,NA,4,5,semanal,nao,2
1918,alto_risco,35,20161,feminino,solteiro,0,1,mensal,nao,1
1919,medio_risco,24,20159,masculino,solteiro,1,3,mensal,sim,1
1920,medio_risco,23,20158,masculino,casado,1,0,semanal,sim,2
1921,alto_risco,44,NA,masculino,casado,NA,NA,mensal,sim,NA
1922,medio_risco,25,20137,feminino,casado,1,0,semanal,sim,1
1923,medio_risco,22,NA,masculino,NA,2,1,mensal,sim,1
1924,medio_risco,24,20135,masculino,solteiro,0,2,semanal,nao,1
1925,medio_risco,23,20135,masculino,solteiro,1,3,mensal,sim,1
1926,alto_risco,41,20117,feminino,casado,2,3,mensal,sim,2
1927,alto_risco,40,20104,masculino,divorciado,2,6,semanal,nao,2
1928,alto_risco,48,20096,feminino,divorciado,NA,6,semanal,nao,3
1929,baixo_risco,49,20082,masculino,divorciado,4,6,semanal,nao,2
1930,medio_risco,NA,NA,masculino,solteiro,1,3,mensal,nao,1
1931,alto_risco,27,NA,feminino,divorciado,3,6,semanal,nao,3
1932,medio_risco,38,20063,masculino,solteiro,0,2,semanal,nao,1
1933,medio_risco,22,20055,feminino,casado,2,2,semanal,NA,1
1934,medio_risco,18,20052,masculino,casado,1,0,mensal,sim,1
1935,medio_risco,21,20043,feminino,solteiro,1,3,semanal,nao,1
1936,medio_risco,29,20041,masculino,casado,2,2,mensal,NA,NA
1937,medio_risco,24,20022,feminino,NA,1,1,mensal,sim,1
1938,alto_risco,40,20021,NA,divorciado,NA,6,semanal,nao,2
1939,medio_risco,27,20019,masculino,casado,2,0,NA,sim,2
1940,medio_risco,NA,20002,masculino,divorciado,2,5,semanal,nao,2
1941,medio_risco,24,20002,masculino,solteiro,0,2,semanal,nao,1
1942,alto_risco,NA,2e4,NA,casado,3,4,mensal,sim,1
1943,medio_risco,23,19990,feminino,solteiro,0,1,mensal,nao,1
1944,medio_risco,29,19950,masculino,divorciado,4,6,semanal,nao,2
1945,alto_risco,40,19945,NA,divorciado,2,6,NA,NA,2
1946,alto_risco,49,19863,feminino,divorciado,2,5,semanal,nao,NA
1947,medio_risco,18,19847,feminino,casado,2,0,semanal,sim,2
1948,medio_risco,22,19809,masculino,solteiro,0,3,mensal,sim,1
1949,alto_risco,42,19779,feminino,NA,2,5,semanal,nao,3
1950,alto_risco,42,19697,feminino,divorciado,4,5,semanal,nao,3
1951,medio_risco,46,19688,masculino,divorciado,4,NA,semanal,NA,2
1952,medio_risco,28,19683,masculino,casado,NA,2,mensal,sim,1
1953,baixo_risco,21,19640,feminino,casado,1,1,semanal,sim,1
1954,medio_risco,23,19617,feminino,casado,1,2,mensal,sim,1
1955,medio_risco,50,19606,NA,divorciado,2,6,semanal,sim,NA
1956,alto_risco,43,19599,NA,casado,2,3,mensal,sim,2
1957,medio_risco,46,NA,feminino,divorciado,2,6,semanal,nao,2
1958,medio_risco,19,19519,NA,casado,1,NA,mensal,NA,1
1959,medio_risco,31,19319,masculino,divorciado,4,6,semanal,sim,2
1960,medio_risco,37,19197,NA,NA,1,1,mensal,sim,1
1961,medio_risco,NA,19195,masculino,solteiro,0,3,NA,nao,1
1962,medio_risco,21,19168,feminino,solteiro,0,1,mensal,NA,1
1963,medio_risco,25,19142,feminino,casado,2,0,semanal,sim,2
1964,medio_risco,19,19122,masculino,casado,1,0,mensal,sim,1
1965,medio_risco,34,19039,feminino,casado,1,0,semanal,sim,1
1966,alto_risco,40,19013,feminino,casado,3,NA,mensal,sim,1
1967,medio_risco,29,18999,masculino,casado,NA,1,semanal,sim,2
1968,medio_risco,30,NA,feminino,casado,NA,2,mensal,NA,2
1969,alto_risco,44,18992,feminino,casado,2,3,semanal,sim,1
1970,medio_risco,NA,18977,feminino,casado,2,2,mensal,sim,1
1971,medio_risco,22,18971,masculino,casado,NA,1,semanal,sim,NA
1972,medio_risco,23,18967,NA,solteiro,1,1,mensal,sim,1
1973,medio_risco,45,NA,NA,divorciado,2,6,semanal,nao,3
1974,baixo_risco,43,18958,masculino,divorciado,3,5,semanal,nao,3
1975,medio_risco,20,NA,masculino,casado,2,0,semanal,sim,NA
1976,medio_risco,NA,18943,masculino,casado,2,0,semanal,sim,1
1977,medio_risco,36,18940,NA,solteiro,1,NA,semanal,nao,1
1978,medio_risco,NA,18914,feminino,casado,1,2,mensal,sim,2
1979,medio_risco,NA,18903,feminino,NA,4,5,semanal,nao,3
1980,medio_risco,NA,18898,feminino,casado,2,2,mensal,NA,2
1981,baixo_risco,28,18885,masculino,divorciado,4,NA,semanal,sim,3
1982,medio_risco,25,18856,feminino,casado,1,2,semanal,sim,2
1983,medio_risco,34,18856,NA,casado,2,2,semanal,sim,1
1984,medio_risco,22,18853,masculino,NA,1,3,mensal,sim,1
1985,alto_risco,31,18846,masculino,solteiro,0,2,mensal,nao,1
1986,medio_risco,24,18812,NA,solteiro,NA,3,NA,NA,NA
1987,medio_risco,20,18811,feminino,NA,1,2,semanal,NA,1
1988,medio_risco,NA,18810,masculino,casado,3,3,NA,sim,1
1989,medio_risco,NA,18787,feminino,casado,2,0,mensal,sim,2
1990,medio_risco,22,18785,masculino,casado,2,1,semanal,sim,NA
1991,medio_risco,23,18771,masculino,solteiro,1,2,semanal,nao,1
1992,medio_risco,NA,18759,masculino,solteiro,1,NA,semanal,sim,1
1993,alto_risco,33,18749,masculino,casado,NA,3,mensal,sim,1
1994,medio_risco,24,18749,feminino,solteiro,1,2,semanal,NA,1
1995,medio_risco,24,18745,masculino,solteiro,0,1,mensal,nao,1
